query,case,median,min,median_cap,min_cap,max_cap,p10_cap,p90_cap,n_fail,label,benchmark,sf,threads
Q59,4,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf10_t8,tpcds,10,8
Q60,1,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf10_t8,tpcds,10,8
Q60,2,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q60,3,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q60,4,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q61,1,0.52,0.41,0.52,0.41,0.62,0.41,0.52,0,tpcds_sf10_t8,tpcds,10,8
Q61,2,0.31,0.31,0.31,0.31,0.41,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q61,3,0.31,0.31,0.31,0.31,0.41,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q61,4,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q62,1,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q62,2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q62,3,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q62,4,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q63,1,0.31,0.31,0.31,0.31,0.41,0.31,0.41,0,tpcds_sf10_t8,tpcds,10,8
Q63,2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q63,3,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q63,4,0.21,0.21,0.21,0.21,0.31,0.21,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q64,1,1.69,0.72,1.69,0.72,2.87,1.0090000000000001,2.6900000000000004,0,tpcds_sf10_t8,tpcds,10,8
Q64,2,0.72,0.62,0.72,0.62,0.82,0.62,0.82,0,tpcds_sf10_t8,tpcds,10,8
Q64,3,0.82,0.62,0.82,0.62,0.93,0.62,0.93,0,tpcds_sf10_t8,tpcds,10,8
Q64,4,0.52,0.52,0.52,0.52,0.72,0.52,0.72,0,tpcds_sf10_t8,tpcds,10,8
Q65,1,2.05,2.05,2.05,2.05,2.05,2.05,2.05,0,tpcds_sf10_t8,tpcds,10,8
Q65,2,2.05,2.05,2.05,2.05,2.16,2.05,2.16,0,tpcds_sf10_t8,tpcds,10,8
Q65,3,2.05,1.95,2.05,1.95,2.16,2.05,2.0509999999999997,0,tpcds_sf10_t8,tpcds,10,8
Q65,4,1.54,1.54,1.54,1.54,1.64,1.54,1.64,0,tpcds_sf10_t8,tpcds,10,8
Q66,1,0.21,0.21,0.21,0.21,0.31,0.21,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q66,2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q66,3,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q66,4,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q67,1,4.72,4.62,4.72,4.62,4.93,4.62,4.83,0,tpcds_sf10_t8,tpcds,10,8
Q67,2,4.72,4.62,4.72,4.62,4.82,4.71,4.82,0,tpcds_sf10_t8,tpcds,10,8
Q67,3,4.72,4.62,4.72,4.62,4.82,4.62,4.82,0,tpcds_sf10_t8,tpcds,10,8
Q67,4,4.52,4.41,4.52,4.41,4.72,4.419,4.62,0,tpcds_sf10_t8,tpcds,10,8
Q68,1,0.52,0.41,0.52,0.41,0.62,0.41,0.52,0,tpcds_sf10_t8,tpcds,10,8
Q68,2,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf10_t8,tpcds,10,8
Q68,3,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf10_t8,tpcds,10,8
Q68,4,0.41,0.31,0.41,0.31,0.41,0.31,0.41,0,tpcds_sf10_t8,tpcds,10,8
Q69,1,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q69,2,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q69,3,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q69,4,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q70,1,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf10_t8,tpcds,10,8
Q70,2,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf10_t8,tpcds,10,8
Q70,3,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf10_t8,tpcds,10,8
Q70,4,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf10_t8,tpcds,10,8
Q71,1,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q71,2,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q71,3,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q71,4,0.31,0.21,0.31,0.21,0.31,0.21,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q72,1,30.14,1.85,30.14,1.85,40.42,2.2489999999999997,39.823,0,tpcds_sf10_t8,tpcds,10,8
Q72,2,0.72,0.62,0.72,0.62,1.95,0.62,1.7600000000000002,0,tpcds_sf10_t8,tpcds,10,8
Q72,3,0.72,0.62,0.72,0.62,2.16,0.62,1.9600000000000002,0,tpcds_sf10_t8,tpcds,10,8
Q72,4,0.77,0.62,0.77,0.62,1.95,0.62,1.0810000000000008,0,tpcds_sf10_t8,tpcds,10,8
Q73,1,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q73,2,0.21,0.21,0.21,0.21,0.31,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q73,3,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q73,4,0.21,0.21,0.21,0.21,0.31,0.21,0.22000000000000014,0,tpcds_sf10_t8,tpcds,10,8
Q74,1,1.08,1.03,1.08,1.03,1.23,1.03,1.1400000000000001,0,tpcds_sf10_t8,tpcds,10,8
Q74,2,0.875,0.62,0.875,0.62,1.13,0.62,1.13,0,tpcds_sf10_t8,tpcds,10,8
Q74,3,0.875,0.62,0.875,0.62,1.13,0.71,1.13,0,tpcds_sf10_t8,tpcds,10,8
Q74,4,1.03,0.52,1.03,0.52,1.23,0.61,1.23,0,tpcds_sf10_t8,tpcds,10,8
Q75,1,0.82,0.72,0.82,0.72,0.82,0.72,0.82,0,tpcds_sf10_t8,tpcds,10,8
Q75,2,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf10_t8,tpcds,10,8
Q75,3,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf10_t8,tpcds,10,8
Q75,4,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf10_t8,tpcds,10,8
Q76,1,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf10_t8,tpcds,10,8
Q76,2,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf10_t8,tpcds,10,8
Q76,3,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf10_t8,tpcds,10,8
Q76,4,0.41,0.31,0.41,0.31,0.41,0.41,0.41,0,tpcds_sf10_t8,tpcds,10,8
Q77,1,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf10_t8,tpcds,10,8
Q77,2,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q77,3,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q77,4,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q78,1,1.44,1.44,1.44,1.44,1.44,1.44,1.44,0,tpcds_sf10_t8,tpcds,10,8
Q78,2,1.44,1.44,1.44,1.44,1.44,1.44,1.44,0,tpcds_sf10_t8,tpcds,10,8
Q78,3,1.54,1.54,1.54,1.54,1.54,1.54,1.54,0,tpcds_sf10_t8,tpcds,10,8
Q78,4,1.23,1.23,1.23,1.23,1.44,1.23,1.3500000000000003,0,tpcds_sf10_t8,tpcds,10,8
Q79,1,0.52,0.41,0.52,0.41,0.52,0.51,0.52,0,tpcds_sf10_t8,tpcds,10,8
Q79,2,0.41,0.31,0.41,0.31,0.41,0.41,0.41,0,tpcds_sf10_t8,tpcds,10,8
Q79,3,0.41,0.31,0.41,0.31,0.41,0.41,0.41,0,tpcds_sf10_t8,tpcds,10,8
Q79,4,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf10_t8,tpcds,10,8
Q80,1,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf10_t8,tpcds,10,8
Q80,2,0.41,0.41,0.41,0.41,0.52,0.41,0.42100000000000015,0,tpcds_sf10_t8,tpcds,10,8
Q80,3,0.41,0.41,0.41,0.41,0.52,0.41,0.52,0,tpcds_sf10_t8,tpcds,10,8
Q80,4,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf10_t8,tpcds,10,8
Q81,1,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q81,2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q81,3,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q81,4,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q82,1,2.77,0.21,2.77,0.21,7.18,0.21,6.981,0,tpcds_sf10_t8,tpcds,10,8
Q82,2,0.21,0.21,0.21,0.21,0.93,0.21,0.8310000000000001,0,tpcds_sf10_t8,tpcds,10,8
Q82,3,0.21,0.21,0.21,0.21,0.93,0.21,0.93,0,tpcds_sf10_t8,tpcds,10,8
Q82,4,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q83,1,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q83,2,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf10_t8,tpcds,10,8
Q83,3,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf10_t8,tpcds,10,8
Q83,4,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf10_t8,tpcds,10,8
Q84,1,0.21,0.11,0.21,0.11,0.21,0.11,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q84,2,0.11,0.11,0.11,0.11,0.21,0.11,0.11,0,tpcds_sf10_t8,tpcds,10,8
Q84,3,0.11,0.11,0.11,0.11,0.21,0.11,0.11,0,tpcds_sf10_t8,tpcds,10,8
Q84,4,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf10_t8,tpcds,10,8
Q85,1,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q85,2,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q85,3,0.31,0.31,0.31,0.31,0.41,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q85,4,0.31,0.31,0.31,0.31,0.41,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q86,1,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q86,2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q86,3,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q86,4,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q87,1,0.62,0.52,0.62,0.52,0.62,0.52,0.62,0,tpcds_sf10_t8,tpcds,10,8
Q87,2,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf10_t8,tpcds,10,8
Q87,3,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf10_t8,tpcds,10,8
Q87,4,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf10_t8,tpcds,10,8
Q88,1,0.82,0.72,0.82,0.72,0.92,0.82,0.92,0,tpcds_sf10_t8,tpcds,10,8
Q88,2,0.52,0.51,0.52,0.51,0.52,0.52,0.52,0,tpcds_sf10_t8,tpcds,10,8
Q88,3,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0,tpcds_sf10_t8,tpcds,10,8
Q88,4,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0,tpcds_sf10_t8,tpcds,10,8
Q89,1,0.31,0.31,0.31,0.31,0.41,0.31,0.41,0,tpcds_sf10_t8,tpcds,10,8
Q89,2,0.31,0.21,0.31,0.21,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q89,3,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q89,4,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q90,1,0.21,0.11,0.21,0.11,0.21,0.11,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q90,2,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf10_t8,tpcds,10,8
Q90,3,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf10_t8,tpcds,10,8
Q90,4,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf10_t8,tpcds,10,8
Q91,1,0.11,0.11,0.11,0.11,0.21,0.11,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q91,2,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf10_t8,tpcds,10,8
Q91,3,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf10_t8,tpcds,10,8
Q91,4,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf10_t8,tpcds,10,8
Q92,1,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q92,2,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf10_t8,tpcds,10,8
Q92,3,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf10_t8,tpcds,10,8
Q92,4,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf10_t8,tpcds,10,8
Q93,1,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf10_t8,tpcds,10,8
Q93,2,0.41,0.41,0.41,0.41,0.52,0.41,0.52,0,tpcds_sf10_t8,tpcds,10,8
Q93,3,0.41,0.41,0.41,0.41,0.52,0.41,0.52,0,tpcds_sf10_t8,tpcds,10,8
Q93,4,0.52,0.41,0.52,0.41,0.52,0.41,0.52,0,tpcds_sf10_t8,tpcds,10,8
Q94,1,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q94,2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q94,3,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q94,4,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q95,1,1.85,1.84,1.85,1.84,1.95,1.85,1.8600000000000003,0,tpcds_sf10_t8,tpcds,10,8
Q95,2,1.85,1.85,1.85,1.85,1.85,1.85,1.85,0,tpcds_sf10_t8,tpcds,10,8
Q95,3,2.92,2.87,2.92,2.87,3.07,2.87,2.971,0,tpcds_sf10_t8,tpcds,10,8
Q95,4,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q96,1,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q96,2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q96,3,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q96,4,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q97,1,0.52,0.52,0.52,0.52,0.62,0.52,0.62,0,tpcds_sf10_t8,tpcds,10,8
Q97,2,0.52,0.52,0.52,0.52,0.62,0.52,0.62,0,tpcds_sf10_t8,tpcds,10,8
Q97,3,0.52,0.52,0.52,0.52,0.62,0.52,0.62,0,tpcds_sf10_t8,tpcds,10,8
Q97,4,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf10_t8,tpcds,10,8
Q98,1,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q98,2,0.31,0.21,0.31,0.21,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q98,3,0.31,0.21,0.31,0.21,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q98,4,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t8,tpcds,10,8
Q99,1,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q99,2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q99,3,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q99,4,0.21,0.21,0.21,0.21,0.31,0.21,0.21,0,tpcds_sf10_t8,tpcds,10,8
Q01,1,0.62,0.62,0.62,0.62,0.72,0.62,0.62,0,tpcds_sf20_t8,tpcds,20,8
Q01,2,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf20_t8,tpcds,20,8
Q01,3,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0,tpcds_sf20_t8,tpcds,20,8
Q01,4,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf20_t8,tpcds,20,8
Q02,1,0.62,0.62,0.62,0.62,0.72,0.62,0.62,0,tpcds_sf20_t8,tpcds,20,8
Q02,2,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf20_t8,tpcds,20,8
Q02,3,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf20_t8,tpcds,20,8
Q02,4,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf20_t8,tpcds,20,8
Q03,1,0.41,0.41,0.41,0.41,0.72,0.41,0.52,0,tpcds_sf20_t8,tpcds,20,8
Q03,2,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf20_t8,tpcds,20,8
Q03,3,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf20_t8,tpcds,20,8
Q03,4,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf20_t8,tpcds,20,8
Q04,1,4.15,3.38,4.15,3.38,4.72,3.4800000000000004,4.62,0,tpcds_sf20_t8,tpcds,20,8
Q04,2,4.154999999999999,3.49,4.154999999999999,3.49,4.82,3.49,4.72,0,tpcds_sf20_t8,tpcds,20,8
Q04,3,4.1,3.39,4.1,3.39,4.72,3.49,4.72,0,tpcds_sf20_t8,tpcds,20,8
Q04,4,4.154999999999999,3.49,4.154999999999999,3.49,4.92,3.49,4.82,0,tpcds_sf20_t8,tpcds,20,8
Q05,1,0.72,0.72,0.72,0.72,0.92,0.72,0.82,0,tpcds_sf20_t8,tpcds,20,8
Q05,2,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf20_t8,tpcds,20,8
Q05,3,0.82,0.72,0.82,0.72,0.82,0.72,0.82,0,tpcds_sf20_t8,tpcds,20,8
Q05,4,0.62,0.62,0.62,0.62,0.72,0.62,0.72,0,tpcds_sf20_t8,tpcds,20,8
Q06,1,1.03,0.92,1.03,0.92,1.03,0.929,1.03,0,tpcds_sf20_t8,tpcds,20,8
Q06,2,1.03,0.92,1.03,0.92,1.03,0.92,1.03,0,tpcds_sf20_t8,tpcds,20,8
Q06,3,1.03,0.93,1.03,0.93,1.03,0.93,1.03,0,tpcds_sf20_t8,tpcds,20,8
Q06,4,1.03,0.93,1.03,0.93,1.03,0.93,1.03,0,tpcds_sf20_t8,tpcds,20,8
Q07,1,0.82,0.62,0.82,0.62,1.23,0.62,1.1400000000000001,0,tpcds_sf20_t8,tpcds,20,8
Q07,2,0.52,0.52,0.52,0.52,0.62,0.52,0.5300000000000001,0,tpcds_sf20_t8,tpcds,20,8
Q07,3,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0,tpcds_sf20_t8,tpcds,20,8
Q07,4,0.62,0.52,0.62,0.52,0.62,0.52,0.62,0,tpcds_sf20_t8,tpcds,20,8
Q08,1,1.03,1.03,1.03,1.03,1.03,1.03,1.03,0,tpcds_sf20_t8,tpcds,20,8
Q08,2,0.92,0.92,0.92,0.92,0.93,0.92,0.92,0,tpcds_sf20_t8,tpcds,20,8
Q08,3,0.92,0.92,0.92,0.92,1.03,0.92,0.92,0,tpcds_sf20_t8,tpcds,20,8
Q08,4,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0,tpcds_sf20_t8,tpcds,20,8
Q09,1,0.92,0.92,0.92,0.92,1.03,0.92,0.93,0,tpcds_sf20_t8,tpcds,20,8
Q09,2,0.92,0.92,0.92,0.92,0.93,0.92,0.93,0,tpcds_sf20_t8,tpcds,20,8
Q09,3,0.93,0.92,0.93,0.92,0.93,0.92,0.93,0,tpcds_sf20_t8,tpcds,20,8
Q09,4,0.93,0.92,0.93,0.92,0.93,0.92,0.93,0,tpcds_sf20_t8,tpcds,20,8
Q10,1,0.52,0.41,0.52,0.41,0.52,0.52,0.52,0,tpcds_sf20_t8,tpcds,20,8
Q10,2,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0,tpcds_sf20_t8,tpcds,20,8
Q10,3,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0,tpcds_sf20_t8,tpcds,20,8
Q10,4,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf20_t8,tpcds,20,8
Q11,1,2.92,2.46,2.92,2.46,3.49,2.46,3.49,0,tpcds_sf20_t8,tpcds,20,8
Q11,2,2.87,2.36,2.87,2.36,3.39,2.36,3.381,0,tpcds_sf20_t8,tpcds,20,8
Q11,3,2.87,2.26,2.87,2.26,3.49,2.36,3.39,0,tpcds_sf20_t8,tpcds,20,8
Q11,4,2.975,2.36,2.975,2.36,3.59,2.36,3.59,0,tpcds_sf20_t8,tpcds,20,8
Q12,1,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf20_t8,tpcds,20,8
Q12,2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf20_t8,tpcds,20,8
Q12,3,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf20_t8,tpcds,20,8
Q12,4,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf20_t8,tpcds,20,8
Q13,1,0.925,0.72,0.925,0.72,1.03,0.8099999999999999,1.03,0,tpcds_sf20_t8,tpcds,20,8
Q13,2,0.93,0.82,0.93,0.82,1.13,0.82,1.13,0,tpcds_sf20_t8,tpcds,20,8
Q13,3,0.93,0.82,0.93,0.82,1.13,0.82,1.13,0,tpcds_sf20_t8,tpcds,20,8
Q13,4,1.03,0.93,1.03,0.93,1.13,1.03,1.03,0,tpcds_sf20_t8,tpcds,20,8
Q14,1,6.35,6.25,6.35,6.25,6.36,6.25,6.36,0,tpcds_sf20_t8,tpcds,20,8
Q14,2,6.35,6.25,6.35,6.25,6.46,6.25,6.369000000000001,0,tpcds_sf20_t8,tpcds,20,8
Q14,3,6.36,6.15,6.36,6.15,6.46,6.25,6.36,0,tpcds_sf20_t8,tpcds,20,8
Q14,4,6.46,6.35,6.46,6.35,6.56,6.36,6.56,0,tpcds_sf20_t8,tpcds,20,8
Q15,1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf20_t8,tpcds,20,8
Q15,2,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf20_t8,tpcds,20,8
Q15,3,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf20_t8,tpcds,20,8
Q15,4,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf20_t8,tpcds,20,8
Q16,1,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf20_t8,tpcds,20,8
Q16,2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf20_t8,tpcds,20,8
Q16,3,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf20_t8,tpcds,20,8
Q16,4,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf20_t8,tpcds,20,8
Q17,1,1.025,0.62,1.025,0.62,1.34,0.71,1.241,0,tpcds_sf20_t8,tpcds,20,8
Q17,2,0.52,0.52,0.52,0.52,0.62,0.52,0.62,0,tpcds_sf20_t8,tpcds,20,8
Q17,3,0.52,0.52,0.52,0.52,0.62,0.52,0.62,0,tpcds_sf20_t8,tpcds,20,8
Q17,4,0.62,0.52,0.62,0.52,0.72,0.52,0.62,0,tpcds_sf20_t8,tpcds,20,8
Q18,1,0.41,0.31,0.41,0.31,0.82,0.31,0.5400000000000003,0,tpcds_sf20_t8,tpcds,20,8
Q18,2,0.31,0.21,0.31,0.21,0.31,0.21,0.31,0,tpcds_sf20_t8,tpcds,20,8
Q18,3,0.31,0.21,0.31,0.21,0.31,0.21,0.31,0,tpcds_sf20_t8,tpcds,20,8
Q18,4,0.31,0.21,0.31,0.21,0.31,0.21,0.31,0,tpcds_sf20_t8,tpcds,20,8
Q19,1,0.52,0.51,0.52,0.51,0.62,0.52,0.62,0,tpcds_sf20_t8,tpcds,20,8
Q19,2,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf20_t8,tpcds,20,8
Q19,3,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf20_t8,tpcds,20,8
Q19,4,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf20_t8,tpcds,20,8
Q20,1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf20_t8,tpcds,20,8
Q20,2,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf20_t8,tpcds,20,8
Q20,3,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf20_t8,tpcds,20,8
Q20,4,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf20_t8,tpcds,20,8
Q21,1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf20_t8,tpcds,20,8
