query,case,median,min,median_cap,min_cap,max_cap,p10_cap,p90_cap,n_fail,label,benchmark,sf,threads
Q85,3,1.03,0.92,1.03,0.92,1.34,0.93,1.241,0,tpcds_sf10_t1,tpcds,10,1
Q85,4,1.03,0.92,1.03,0.92,1.34,0.929,1.23,0,tpcds_sf10_t1,tpcds,10,1
Q86,1,0.51,0.51,0.51,0.51,0.62,0.51,0.62,0,tpcds_sf10_t1,tpcds,10,1
Q86,2,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf10_t1,tpcds,10,1
Q86,3,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf10_t1,tpcds,10,1
Q86,4,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0,tpcds_sf10_t1,tpcds,10,1
Q87,1,3.07,2.97,3.07,2.97,3.07,2.97,3.07,0,tpcds_sf10_t1,tpcds,10,1
Q87,2,3.08,3.07,3.08,3.07,3.18,3.07,3.18,0,tpcds_sf10_t1,tpcds,10,1
Q87,3,3.07,3.07,3.07,3.07,3.18,3.07,3.18,0,tpcds_sf10_t1,tpcds,10,1
Q87,4,2.77,2.77,2.77,2.77,2.87,2.77,2.77,0,tpcds_sf10_t1,tpcds,10,1
Q88,1,5.47,5.01,5.47,5.01,6.14,5.1000000000000005,5.93,0,tpcds_sf10_t1,tpcds,10,1
Q88,2,2.71,2.66,2.71,2.66,2.77,2.66,2.77,0,tpcds_sf10_t1,tpcds,10,1
Q88,3,2.77,2.66,2.77,2.66,2.77,2.66,2.77,0,tpcds_sf10_t1,tpcds,10,1
Q88,4,2.66,2.56,2.66,2.56,2.77,2.66,2.6710000000000003,0,tpcds_sf10_t1,tpcds,10,1
Q89,1,1.54,1.23,1.54,1.23,1.95,1.23,1.95,0,tpcds_sf10_t1,tpcds,10,1
Q89,2,0.93,0.92,0.93,0.92,0.93,0.92,0.93,0,tpcds_sf10_t1,tpcds,10,1
Q89,3,0.93,0.92,0.93,0.92,0.93,0.93,0.93,0,tpcds_sf10_t1,tpcds,10,1
Q89,4,0.93,0.92,0.93,0.92,0.93,0.929,0.93,0,tpcds_sf10_t1,tpcds,10,1
Q90,1,0.51,0.41,0.51,0.41,0.62,0.41,0.5300000000000001,0,tpcds_sf10_t1,tpcds,10,1
Q90,2,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t1,tpcds,10,1
Q90,3,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t1,tpcds,10,1
Q90,4,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t1,tpcds,10,1
Q91,1,0.21,0.21,0.21,0.21,0.31,0.21,0.21,0,tpcds_sf10_t1,tpcds,10,1
Q91,2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t1,tpcds,10,1
Q91,3,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t1,tpcds,10,1
Q91,4,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf10_t1,tpcds,10,1
Q92,1,0.51,0.41,0.51,0.41,0.52,0.51,0.511,0,tpcds_sf10_t1,tpcds,10,1
Q92,2,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf10_t1,tpcds,10,1
Q92,3,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf10_t1,tpcds,10,1
Q92,4,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf10_t1,tpcds,10,1
Q93,1,3.59,3.49,3.59,3.49,3.69,3.58,3.6,0,tpcds_sf10_t1,tpcds,10,1
Q93,2,2.66,2.66,2.66,2.66,2.67,2.66,2.661,0,tpcds_sf10_t1,tpcds,10,1
Q93,3,2.66,2.66,2.66,2.66,2.77,2.66,2.67,0,tpcds_sf10_t1,tpcds,10,1
Q93,4,2.665,2.66,2.665,2.66,2.77,2.66,2.67,0,tpcds_sf10_t1,tpcds,10,1
Q94,1,0.52,0.51,0.52,0.51,0.62,0.51,0.62,0,tpcds_sf10_t1,tpcds,10,1
Q94,2,0.51,0.51,0.51,0.51,0.52,0.51,0.52,0,tpcds_sf10_t1,tpcds,10,1
Q94,3,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0,tpcds_sf10_t1,tpcds,10,1
Q94,4,0.52,0.51,0.52,0.51,0.52,0.52,0.52,0,tpcds_sf10_t1,tpcds,10,1
Q95,1,12.47,12.36,12.47,12.36,12.68,12.37,12.671,0,tpcds_sf10_t1,tpcds,10,1
Q95,2,12.47,12.17,12.47,12.17,12.68,12.36,12.598,0,tpcds_sf10_t1,tpcds,10,1
Q95,3,13.86,13.7,13.86,13.7,14.01,13.8,14.01,0,tpcds_sf10_t1,tpcds,10,1
Q95,4,1.03,1.03,1.03,1.03,1.03,1.03,1.03,0,tpcds_sf10_t1,tpcds,10,1
Q96,1,0.82,0.82,0.82,0.82,0.92,0.82,0.82,0,tpcds_sf10_t1,tpcds,10,1
Q96,2,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0,tpcds_sf10_t1,tpcds,10,1
Q96,3,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0,tpcds_sf10_t1,tpcds,10,1
Q96,4,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0,tpcds_sf10_t1,tpcds,10,1
Q97,1,2.87,2.77,2.87,2.77,2.97,2.87,2.97,0,tpcds_sf10_t1,tpcds,10,1
Q97,2,2.87,2.87,2.87,2.87,2.98,2.87,2.97,0,tpcds_sf10_t1,tpcds,10,1
Q97,3,2.87,2.87,2.87,2.87,2.98,2.87,2.971,0,tpcds_sf10_t1,tpcds,10,1
Q97,4,2.97,2.97,2.97,2.97,3.08,2.97,3.08,0,tpcds_sf10_t1,tpcds,10,1
Q98,1,1.03,0.92,1.03,0.92,1.03,0.92,1.03,0,tpcds_sf10_t1,tpcds,10,1
Q98,2,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0,tpcds_sf10_t1,tpcds,10,1
Q98,3,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0,tpcds_sf10_t1,tpcds,10,1
Q98,4,0.62,0.62,0.62,0.62,0.72,0.62,0.62,0,tpcds_sf10_t1,tpcds,10,1
Q99,1,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0,tpcds_sf10_t1,tpcds,10,1
Q99,2,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0,tpcds_sf10_t1,tpcds,10,1
Q99,3,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0,tpcds_sf10_t1,tpcds,10,1
Q99,4,1.03,1.03,1.03,1.03,1.03,1.03,1.03,0,tpcds_sf10_t1,tpcds,10,1
Q01,1,1.44,1.43,1.44,1.43,1.54,1.44,1.54,0,tpcds_sf20_t1,tpcds,20,1
Q01,2,1.54,1.44,1.54,1.44,1.54,1.44,1.54,0,tpcds_sf20_t1,tpcds,20,1
Q01,3,1.95,1.95,1.95,1.95,1.95,1.95,1.95,0,tpcds_sf20_t1,tpcds,20,1
Q01,4,1.54,1.44,1.54,1.44,1.54,1.44,1.54,0,tpcds_sf20_t1,tpcds,20,1
Q02,1,3.58,3.58,3.58,3.58,3.58,3.58,3.58,0,tpcds_sf20_t1,tpcds,20,1
Q02,2,3.58,3.48,3.58,3.48,3.59,3.58,3.58,0,tpcds_sf20_t1,tpcds,20,1
Q02,3,3.58,3.58,3.58,3.58,3.59,3.58,3.59,0,tpcds_sf20_t1,tpcds,20,1
Q02,4,3.59,3.48,3.59,3.48,3.59,3.58,3.59,0,tpcds_sf20_t1,tpcds,20,1
Q03,1,2.255,1.85,2.255,1.85,2.56,1.85,2.56,0,tpcds_sf20_t1,tpcds,20,1
Q03,2,1.49,1.44,1.49,1.44,1.54,1.44,1.54,0,tpcds_sf20_t1,tpcds,20,1
Q03,3,1.49,1.44,1.49,1.44,1.54,1.44,1.54,0,tpcds_sf20_t1,tpcds,20,1
Q03,4,1.49,1.44,1.49,1.44,1.54,1.44,1.54,0,tpcds_sf20_t1,tpcds,20,1
Q04,1,22.92,22.51,22.92,22.51,23.33,22.619,23.141,0,tpcds_sf20_t1,tpcds,20,1
Q04,2,21.605,21.29,21.605,21.29,22.01,21.39,21.817999999999998,0,tpcds_sf20_t1,tpcds,20,1
Q04,3,21.71,21.29,21.71,21.29,22.21,21.299,22.020000000000003,0,tpcds_sf20_t1,tpcds,20,1
Q04,4,21.869999999999997,21.08,21.869999999999997,21.08,22.44,21.391,22.339,0,tpcds_sf20_t1,tpcds,20,1
Q05,1,4.1,4.0,4.1,4.0,4.31,4.1,4.2,0,tpcds_sf20_t1,tpcds,20,1
Q05,2,3.18,3.08,3.18,3.08,3.28,3.08,3.18,0,tpcds_sf20_t1,tpcds,20,1
Q05,3,3.69,3.69,3.69,3.69,3.8,3.69,3.7,0,tpcds_sf20_t1,tpcds,20,1
Q05,4,3.18,3.08,3.18,3.08,3.38,3.08,3.18,0,tpcds_sf20_t1,tpcds,20,1
Q06,1,6.34,6.24,6.34,6.24,6.55,6.24,6.441000000000001,0,tpcds_sf20_t1,tpcds,20,1
Q06,2,6.34,6.14,6.34,6.14,6.45,6.24,6.35,0,tpcds_sf20_t1,tpcds,20,1
Q06,3,6.29,6.14,6.29,6.14,6.35,6.24,6.35,0,tpcds_sf20_t1,tpcds,20,1
Q06,4,6.34,6.14,6.34,6.14,6.45,6.23,6.45,0,tpcds_sf20_t1,tpcds,20,1
Q07,1,4.66,3.28,4.66,3.28,6.76,3.28,6.58,0,tpcds_sf20_t1,tpcds,20,1
Q07,2,2.46,2.26,2.46,2.26,2.57,2.35,2.56,0,tpcds_sf20_t1,tpcds,20,1
Q07,3,2.46,2.26,2.46,2.26,2.57,2.35,2.57,0,tpcds_sf20_t1,tpcds,20,1
Q07,4,2.46,2.36,2.46,2.36,2.57,2.36,2.57,0,tpcds_sf20_t1,tpcds,20,1
Q08,1,3.07,2.97,3.07,2.97,3.17,3.06,3.07,0,tpcds_sf20_t1,tpcds,20,1
Q08,2,1.95,1.85,1.95,1.85,1.95,1.85,1.95,0,tpcds_sf20_t1,tpcds,20,1
Q08,3,1.95,1.85,1.95,1.85,1.95,1.94,1.95,0,tpcds_sf20_t1,tpcds,20,1
Q08,4,1.95,1.95,1.95,1.95,2.05,1.95,1.95,0,tpcds_sf20_t1,tpcds,20,1
Q09,1,6.24,6.24,6.24,6.24,6.35,6.24,6.34,0,tpcds_sf20_t1,tpcds,20,1
Q09,2,6.24,6.24,6.24,6.24,6.35,6.24,6.35,0,tpcds_sf20_t1,tpcds,20,1
Q09,3,6.24,6.24,6.24,6.24,6.35,6.24,6.35,0,tpcds_sf20_t1,tpcds,20,1
Q09,4,6.25,6.24,6.25,6.24,6.35,6.24,6.35,0,tpcds_sf20_t1,tpcds,20,1
Q10,1,2.46,2.36,2.46,2.36,2.56,2.45,2.56,0,tpcds_sf20_t1,tpcds,20,1
Q10,2,2.46,2.36,2.46,2.36,2.56,2.36,2.56,0,tpcds_sf20_t1,tpcds,20,1
Q10,3,2.46,2.36,2.46,2.36,2.66,2.36,2.56,0,tpcds_sf20_t1,tpcds,20,1
Q10,4,1.33,1.13,1.33,1.13,1.44,1.23,1.34,0,tpcds_sf20_t1,tpcds,20,1
Q11,1,15.76,15.45,15.76,15.45,16.16,15.641,15.971,0,tpcds_sf20_t1,tpcds,20,1
Q11,2,14.54,14.33,14.54,14.33,14.84,14.421,14.65,0,tpcds_sf20_t1,tpcds,20,1
Q11,3,14.545,14.33,14.545,14.33,14.85,14.33,14.85,0,tpcds_sf20_t1,tpcds,20,1
Q11,4,14.75,14.13,14.75,14.13,15.16,14.229000000000001,15.151,0,tpcds_sf20_t1,tpcds,20,1
Q12,1,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0,tpcds_sf20_t1,tpcds,20,1
Q12,2,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf20_t1,tpcds,20,1
Q12,3,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf20_t1,tpcds,20,1
Q12,4,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf20_t1,tpcds,20,1
Q13,1,4.97,4.1,4.97,4.1,6.45,4.19,6.35,0,tpcds_sf20_t1,tpcds,20,1
Q13,2,5.225,4.41,5.225,4.41,6.66,4.41,6.569999999999999,0,tpcds_sf20_t1,tpcds,20,1
Q13,3,5.23,4.41,5.23,4.41,6.76,4.41,6.66,0,tpcds_sf20_t1,tpcds,20,1
Q13,4,5.02,4.71,5.02,4.71,5.23,4.71,5.23,0,tpcds_sf20_t1,tpcds,20,1
Q14,1,39.87,38.65,39.87,38.65,41.31,38.938,40.089999999999996,0,tpcds_sf20_t1,tpcds,20,1
Q14,2,39.84,38.56,39.84,38.56,40.8,38.759,40.6,0,tpcds_sf20_t1,tpcds,20,1
Q14,3,39.785,38.27,39.785,38.27,40.81,38.97,40.602000000000004,0,tpcds_sf20_t1,tpcds,20,1
Q14,4,40.445,39.07,40.445,39.07,41.55,39.287,41.329,0,tpcds_sf20_t1,tpcds,20,1
Q15,1,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf20_t1,tpcds,20,1
Q15,2,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf20_t1,tpcds,20,1
Q15,3,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf20_t1,tpcds,20,1
Q15,4,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf20_t1,tpcds,20,1
Q16,1,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf20_t1,tpcds,20,1
Q16,2,0.41,0.31,0.41,0.31,0.41,0.31,0.41,0,tpcds_sf20_t1,tpcds,20,1
Q16,3,0.31,0.31,0.31,0.31,0.41,0.31,0.41,0,tpcds_sf20_t1,tpcds,20,1
Q16,4,0.41,0.31,0.41,0.31,0.41,0.31,0.41,0,tpcds_sf20_t1,tpcds,20,1
Q17,1,5.125,2.97,5.125,2.97,6.56,3.459,6.46,0,tpcds_sf20_t1,tpcds,20,1
Q17,2,2.26,2.05,2.26,2.05,2.56,2.15,2.47,0,tpcds_sf20_t1,tpcds,20,1
Q17,3,2.26,2.16,2.26,2.16,2.57,2.25,2.471,0,tpcds_sf20_t1,tpcds,20,1
Q17,4,2.36,2.26,2.36,2.26,2.77,2.26,2.67,0,tpcds_sf20_t1,tpcds,20,1
Q18,1,1.33,1.13,1.33,1.13,3.59,1.13,2.193000000000002,0,tpcds_sf20_t1,tpcds,20,1
Q18,2,0.82,0.72,0.82,0.72,0.93,0.72,0.921,0,tpcds_sf20_t1,tpcds,20,1
Q18,3,0.82,0.72,0.82,0.72,0.93,0.72,0.921,0,tpcds_sf20_t1,tpcds,20,1
Q18,4,0.72,0.62,0.72,0.62,0.82,0.72,0.82,0,tpcds_sf20_t1,tpcds,20,1
Q19,1,2.7199999999999998,2.26,2.7199999999999998,2.26,3.69,2.26,3.1310000000000007,0,tpcds_sf20_t1,tpcds,20,1
Q19,2,1.54,1.54,1.54,1.54,1.64,1.54,1.54,0,tpcds_sf20_t1,tpcds,20,1
Q19,3,1.54,1.44,1.54,1.44,1.54,1.54,1.54,0,tpcds_sf20_t1,tpcds,20,1
Q19,4,1.54,1.44,1.54,1.44,1.64,1.44,1.5500000000000003,0,tpcds_sf20_t1,tpcds,20,1
Q20,1,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf20_t1,tpcds,20,1
Q20,2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf20_t1,tpcds,20,1
Q20,3,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf20_t1,tpcds,20,1
Q20,4,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf20_t1,tpcds,20,1
Q21,1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf20_t1,tpcds,20,1
Q21,2,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf20_t1,tpcds,20,1
Q21,3,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf20_t1,tpcds,20,1
Q21,4,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf20_t1,tpcds,20,1
Q22,1,1.64,1.54,1.64,1.54,1.64,1.64,1.64,0,tpcds_sf20_t1,tpcds,20,1
Q22,2,1.64,1.64,1.64,1.64,1.64,1.64,1.64,0,tpcds_sf20_t1,tpcds,20,1
Q22,3,1.64,1.64,1.64,1.64,1.64,1.64,1.64,0,tpcds_sf20_t1,tpcds,20,1
Q22,4,1.64,1.64,1.64,1.64,1.74,1.64,1.64,0,tpcds_sf20_t1,tpcds,20,1
Q23,1,24.2,23.34,24.2,23.34,24.56,23.829,24.451,0,tpcds_sf20_t1,tpcds,20,1
Q23,2,24.41,24.05,24.41,24.05,25.07,24.16,24.871,0,tpcds_sf20_t1,tpcds,20,1
Q23,3,24.625,23.85,24.625,23.85,24.89,24.142,24.881,0,tpcds_sf20_t1,tpcds,20,1
Q23,4,24.675,24.07,24.675,24.07,25.28,24.279,25.09,0,tpcds_sf20_t1,tpcds,20,1
Q24,1,6.6,4.1,6.6,4.1,74.99,4.19,62.119000000000014,0,tpcds_sf20_t1,tpcds,20,1
Q24,2,3.13,2.15,3.13,2.15,85.35,2.649,70.635,0,tpcds_sf20_t1,tpcds,20,1
Q24,3,3.28,2.15,3.28,2.15,98.69,2.649,84.51700000000002,0,tpcds_sf20_t1,tpcds,20,1
Q24,4,3.49,2.15,3.49,2.15,80.48,2.9190000000000005,66.07100000000003,0,tpcds_sf20_t1,tpcds,20,1
Q25,1,3.28,2.56,3.28,2.56,8.4,2.7600000000000002,6.071000000000001,0,tpcds_sf20_t1,tpcds,20,1
Q25,2,2.1550000000000002,1.95,2.1550000000000002,1.95,2.36,2.04,2.26,0,tpcds_sf20_t1,tpcds,20,1
Q25,3,2.16,1.95,2.16,1.95,2.36,2.05,2.26,0,tpcds_sf20_t1,tpcds,20,1
Q25,4,2.0999999999999996,1.95,2.0999999999999996,1.95,2.26,1.95,2.26,0,tpcds_sf20_t1,tpcds,20,1
Q26,1,0.82,0.62,0.82,0.62,1.64,0.62,1.64,0,tpcds_sf20_t1,tpcds,20,1
Q26,2,0.52,0.41,0.52,0.41,0.52,0.41,0.52,0,tpcds_sf20_t1,tpcds,20,1
Q26,3,0.515,0.41,0.515,0.41,0.52,0.41,0.52,0,tpcds_sf20_t1,tpcds,20,1
Q26,4,0.52,0.41,0.52,0.41,0.52,0.5,0.52,0,tpcds_sf20_t1,tpcds,20,1
Q27,1,11.92,7.67,11.92,7.67,15.45,9.11,14.171,0,tpcds_sf20_t1,tpcds,20,1
Q27,2,5.17,4.82,5.17,4.82,5.43,4.92,5.34,0,tpcds_sf20_t1,tpcds,20,1
Q27,3,5.225,4.92,5.225,4.92,5.43,4.92,5.34,0,tpcds_sf20_t1,tpcds,20,1
Q27,4,5.175,4.92,5.175,4.92,5.43,4.92,5.33,0,tpcds_sf20_t1,tpcds,20,1
Q28,1,6.65,6.55,6.65,6.55,6.75,6.65,6.65,0,tpcds_sf20_t1,tpcds,20,1
Q28,2,6.65,6.55,6.65,6.55,6.76,6.55,6.76,0,tpcds_sf20_t1,tpcds,20,1
Q28,3,6.65,6.55,6.65,6.55,6.76,6.55,6.67,0,tpcds_sf20_t1,tpcds,20,1
Q28,4,6.66,6.56,6.66,6.56,6.76,6.65,6.66,0,tpcds_sf20_t1,tpcds,20,1
Q29,1,4.3,3.59,4.3,3.59,8.91,4.0,6.261,0,tpcds_sf20_t1,tpcds,20,1
Q29,2,3.125,2.77,3.125,2.77,3.9,2.87,3.8000000000000003,0,tpcds_sf20_t1,tpcds,20,1
Q29,3,2.975,2.77,2.975,2.77,3.9,2.87,3.8,0,tpcds_sf20_t1,tpcds,20,1
Q29,4,3.23,2.77,3.23,2.77,3.69,2.8600000000000003,3.59,0,tpcds_sf20_t1,tpcds,20,1
Q30,1,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf20_t1,tpcds,20,1
Q30,2,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf20_t1,tpcds,20,1
Q30,3,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf20_t1,tpcds,20,1
Q30,4,0.36,0.31,0.36,0.31,0.41,0.31,0.41,0,tpcds_sf20_t1,tpcds,20,1
Q31,1,3.89,3.79,3.89,3.79,4.0,3.79,3.9010000000000002,0,tpcds_sf20_t1,tpcds,20,1
Q31,2,2.77,2.67,2.77,2.67,2.77,2.7600000000000002,2.77,0,tpcds_sf20_t1,tpcds,20,1
Q31,3,2.77,2.67,2.77,2.67,2.87,2.67,2.77,0,tpcds_sf20_t1,tpcds,20,1
Q31,4,2.67,2.66,2.67,2.66,2.77,2.66,2.67,0,tpcds_sf20_t1,tpcds,20,1
Q32,1,0.16,0.11,0.16,0.11,0.21,0.11,0.21,0,tpcds_sf20_t1,tpcds,20,1
Q32,2,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf20_t1,tpcds,20,1
Q32,3,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf20_t1,tpcds,20,1
Q32,4,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf20_t1,tpcds,20,1
Q33,1,2.46,2.36,2.46,2.36,2.56,2.36,2.46,0,tpcds_sf20_t1,tpcds,20,1
Q33,2,1.75,1.64,1.75,1.64,1.85,1.74,1.75,0,tpcds_sf20_t1,tpcds,20,1
Q33,3,1.75,1.74,1.75,1.74,1.85,1.74,1.75,0,tpcds_sf20_t1,tpcds,20,1
Q33,4,1.75,1.74,1.75,1.74,1.75,1.74,1.75,0,tpcds_sf20_t1,tpcds,20,1
Q34,1,3.99,3.48,3.99,3.48,4.2,3.48,4.2,0,tpcds_sf20_t1,tpcds,20,1
Q34,2,1.95,1.85,1.95,1.85,1.95,1.85,1.95,0,tpcds_sf20_t1,tpcds,20,1
Q34,3,1.95,1.85,1.95,1.85,1.95,1.85,1.95,0,tpcds_sf20_t1,tpcds,20,1
Q34,4,2.05,1.95,2.05,1.95,2.05,1.95,2.05,0,tpcds_sf20_t1,tpcds,20,1
Q35,1,4.2,4.09,4.2,4.09,4.3,4.098999999999999,4.21,0,tpcds_sf20_t1,tpcds,20,1
Q35,2,4.1,3.99,4.1,3.99,4.2,4.1,4.2,0,tpcds_sf20_t1,tpcds,20,1
Q35,3,4.2,3.99,4.2,3.99,4.2,4.1,4.2,0,tpcds_sf20_t1,tpcds,20,1
Q35,4,2.87,2.77,2.87,2.77,2.97,2.87,2.97,0,tpcds_sf20_t1,tpcds,20,1
Q36,1,4.71,4.51,4.71,4.51,4.92,4.61,4.81,0,tpcds_sf20_t1,tpcds,20,1
Q36,2,4.82,4.61,4.82,4.61,5.02,4.8,5.02,0,tpcds_sf20_t1,tpcds,20,1
Q36,3,4.87,4.71,4.87,4.71,5.02,4.71,5.02,0,tpcds_sf20_t1,tpcds,20,1
Q36,4,4.2,4.1,4.2,4.1,4.31,4.2,4.301,0,tpcds_sf20_t1,tpcds,20,1
Q37,1,15.74,0.31,15.74,0.31,300.0,0.31,300.0,7,tpcds_sf20_t1,tpcds,20,1
Q37,2,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf20_t1,tpcds,20,1
Q37,3,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0,tpcds_sf20_t1,tpcds,20,1
Q37,4,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf20_t1,tpcds,20,1
Q38,1,5.32,5.22,5.32,5.22,5.53,5.22,5.421,0,tpcds_sf20_t1,tpcds,20,1
Q38,2,5.53,5.33,5.53,5.33,5.53,5.43,5.53,0,tpcds_sf20_t1,tpcds,20,1
Q38,3,5.53,5.32,5.53,5.32,5.53,5.411,5.53,0,tpcds_sf20_t1,tpcds,20,1
Q38,4,4.81,4.71,4.81,4.71,4.82,4.71,4.82,0,tpcds_sf20_t1,tpcds,20,1
Q39,1,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf20_t1,tpcds,20,1
Q39,2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf20_t1,tpcds,20,1
Q39,3,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf20_t1,tpcds,20,1
Q39,4,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf20_t1,tpcds,20,1
Q40,1,0.45999999999999996,0.41,0.45999999999999996,0.41,0.52,0.41,0.52,0,tpcds_sf20_t1,tpcds,20,1
Q40,2,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf20_t1,tpcds,20,1
Q40,3,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0,tpcds_sf20_t1,tpcds,20,1
Q40,4,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf20_t1,tpcds,20,1
Q41,1,0.11,0.1,0.11,0.1,0.11,0.109,0.11,0,tpcds_sf20_t1,tpcds,20,1
Q41,2,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf20_t1,tpcds,20,1
Q41,3,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf20_t1,tpcds,20,1
Q41,4,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0,tpcds_sf20_t1,tpcds,20,1
Q42,1,1.895,1.64,1.895,1.64,2.05,1.74,2.05,0,tpcds_sf20_t1,tpcds,20,1
Q42,2,1.03,1.03,1.03,1.03,1.13,1.03,1.13,0,tpcds_sf20_t1,tpcds,20,1
Q42,3,1.03,1.03,1.03,1.03,1.13,1.03,1.13,0,tpcds_sf20_t1,tpcds,20,1
Q42,4,1.03,1.03,1.03,1.03,1.13,1.03,1.13,0,tpcds_sf20_t1,tpcds,20,1
Q43,1,3.79,3.68,3.79,3.68,3.79,3.689,3.79,0,tpcds_sf20_t1,tpcds,20,1
Q43,2,3.9400000000000004,3.89,3.9400000000000004,3.89,4.1,3.89,4.09,0,tpcds_sf20_t1,tpcds,20,1
Q43,3,3.99,3.89,3.99,3.89,4.0,3.89,4.0,0,tpcds_sf20_t1,tpcds,20,1
Q43,4,3.28,3.17,3.28,3.17,3.28,3.18,3.28,0,tpcds_sf20_t1,tpcds,20,1
Q44,1,10.43,10.23,10.43,10.23,10.73,10.41,10.53,0,tpcds_sf20_t1,tpcds,20,1
Q44,2,10.48,10.33,10.48,10.33,10.74,10.33,10.65,0,tpcds_sf20_t1,tpcds,20,1
Q44,3,10.485,10.33,10.485,10.33,10.74,10.33,10.64,0,tpcds_sf20_t1,tpcds,20,1
Q44,4,10.64,10.43,10.64,10.43,10.75,10.53,10.741,0,tpcds_sf20_t1,tpcds,20,1
Q45,1,0.82,0.72,0.82,0.72,1.03,0.72,1.03,0,tpcds_sf20_t1,tpcds,20,1
Q45,2,0.5700000000000001,0.51,0.5700000000000001,0.51,0.62,0.52,0.62,0,tpcds_sf20_t1,tpcds,20,1
Q45,3,0.62,0.51,0.62,0.51,0.62,0.52,0.62,0,tpcds_sf20_t1,tpcds,20,1
Q45,4,0.62,0.52,0.62,0.52,0.62,0.52,0.62,0,tpcds_sf20_t1,tpcds,20,1
Q46,1,5.58,4.92,5.58,4.92,6.14,5.02,6.05,0,tpcds_sf20_t1,tpcds,20,1
Q46,2,3.38,3.28,3.38,3.28,3.49,3.28,3.38,0,tpcds_sf20_t1,tpcds,20,1
Q46,3,3.38,3.28,3.38,3.28,3.49,3.28,3.39,0,tpcds_sf20_t1,tpcds,20,1
