query,case,seed,run_idx,runtime_seconds
10b,1,6,1,0.21
10b,1,6,2,0.21
10b,1,6,3,0.21
10b,2,6,1,0.31
10b,2,6,2,0.32
10b,2,6,3,0.31
10b,3,6,1,0.32
10b,3,6,2,0.31
10b,3,6,3,0.32
10b,4,6,1,0.31
10b,4,6,2,0.32
10b,4,6,3,0.32
