query,case,seed,run_idx,runtime_seconds
23b,1,1,1,0.72
23b,1,1,2,0.72
23b,1,1,3,0.72
23b,2,1,1,0.83
23b,2,1,2,0.83
23b,2,1,3,0.83
23b,3,1,1,0.83
23b,3,1,2,0.83
23b,3,1,3,0.83
23b,4,1,1,0.83
23b,4,1,2,0.83
23b,4,1,3,0.83
