query,case,seed,run_idx,runtime_seconds
17b,1,18,1,2.05
17b,1,18,2,2.05
17b,1,18,3,2.06
17b,2,18,1,1.64
17b,2,18,2,1.64
17b,2,18,3,1.64
17b,3,18,1,1.64
17b,3,18,2,1.65
17b,3,18,3,1.75
17b,4,18,1,1.65
17b,4,18,2,1.64
17b,4,18,3,1.64
