label,query,case,k_breakeven,med_c1,med_c,med_bf
job_t1,job_q5a,2,1561.0073102055046,1.7973814264999999,0.0521856485,0.0011187099999999998
job_t1,job_q5b,2,25.036498616661277,1.119982625,0.161681569,0.039868579499999994
job_t1,job_q5c,2,10.597344103874674,2.107034638,1.0433886985,0.11082711299999977
job_t1,job_q6a,2,3.963208935338486,0.6224575765,0.4986366805,0.04178608349999998
job_t1,job_q6b,2,71.94338213224088,0.664455732,0.43424318,0.0032450179999999984
job_t1,job_q6c,2,665.3029368871083,0.608043585,0.38188463949999996,0.0003404455
job_t1,job_q6d,2,-2.5669497131914842,0.868440456,0.8862815145,0.005001769000000001
job_t1,job_q6e,2,42.861738598977766,0.625773801,0.5540607915,0.0017130920000000005
job_t1,job_q6f,2,6.035245238317699,12.6434596325,12.581935552000001,0.012218686000000156
job_t1,job_q7a,2,8.213930130339204,3.1044427245,1.0337358225,0.2870428274999989
job_t1,job_q7b,2,8.516139975845004,2.7823495025,0.9106766165,0.24902049349999988
job_t1,job_q7c,2,8.922165599975383,5.5384404830000005,2.1592302455,0.4265513254999998
job_t1,job_q8a,2,58.003548040929076,1.358815093,0.774872856,0.010243963000000002
job_t1,job_q8b,2,318.5873998148231,1.1885825374999999,0.6046083845,0.0018387825
job_t1,job_q8c,2,3.24551397505069,2.4936733865000003,2.456787358,0.016426541499999996
job_t1,job_q8d,2,11.857387649478415,1.1041532705,1.0708818375,0.0030644050000000005
job_t1,job_q9a,2,6.974411276195721,1.585235347,1.184509567,0.06707368500000002
job_t1,job_q9b,2,52.791848473476165,1.7661980835,0.8307938985000001,0.018060837999999992
job_t1,job_q9c,2,6.988849300031576,1.6877313225,1.2073934575,0.08020536850000004
job_t1,job_q9d,2,3.839156466971366,2.0135215355,1.8874398535,0.04440814849999997
job_t1,job_q10a,4,12.668593058602966,1.3071530065,0.7880466420000001,0.04448748549999999
job_t1,job_q10b,4,8.99590876839665,1.124306791,0.6273230365,0.06215475550000002
job_t1,job_q10c,4,-101.92585475473251,2.174358555,2.7301174635,0.0053996045
job_t1,job_q11a,4,7.261575625615073,0.149143178,0.1019804425,0.007532087500000001
job_t1,job_q11b,4,-11.438374904174198,0.1502022255,0.229519323,0.006376805499999999
job_t1,job_q11c,4,24.986707224214275,0.2231666945,0.1291815345,0.0039182185
job_t1,job_q11d,4,11.482807575741228,0.2379427155,0.141269829,0.0092220415
job_t1,job_q12a,4,8.391531394725938,0.5791031405,0.2257261725,0.047808356500000024
job_t1,job_q12b,4,37.909127003003825,0.49743861899999997,0.268937148,0.0061909205000000005
job_t1,job_q12c,4,7.473583590043893,0.7250600515000001,0.2890557325,0.06735130749999999
job_t1,job_q13a,4,21.168265308084276,3.768822991,0.469672034,0.16358129500000002
job_t1,job_q13b,4,30.38294822595083,1.2029790345,0.223933705,0.033320187
job_t1,job_q13c,4,65.42317519969359,1.066703697,0.1678473335,0.013952375999999997
job_t1,job_q13d,4,6.836990047484666,2.9277766025,1.1261959925,0.3086489089999999
job_t1,job_q14a,4,40.54281477512824,1.925718786,0.189069637,0.04391819749999999
job_t1,job_q14b,4,100.02799074288018,1.72896839,0.1980713105,0.015459236
job_t1,job_q14c,4,36.04458653205131,2.1431962945,0.281612596,0.05312043549999999
job_t1,job_q15a,4,12.250967917062203,1.391749957,0.771684813,0.055112160000000104
job_t1,job_q15b,4,18.09951495250892,1.2793883215,0.6109526445,0.03909091450000013
job_t1,job_q15c,4,10.945327925200976,1.4113797565000001,0.655612179,0.07599222300000003
job_t1,job_q15d,4,6.033701630214872,0.86866809,0.470860152,0.0790289070000001
job_t1,job_q16a,4,21.700833707342863,6.184848166,0.8562715679999999,0.2574087919999996
job_t1,job_q16b,4,260.1152036282908,147.875865954,4.322910182,0.5540120909999994
job_t1,job_q16c,4,35.49967589200322,20.305901345499997,2.138161383,0.5266061054999984
job_t1,job_q16d,4,34.34439310502415,19.5654289495,2.0846719945,0.5242487664999995
job_t1,job_q17a,4,45.258356459116484,23.73264136,1.9838884225000002,0.49140444149999873
job_t1,job_q17b,4,15.061092612870029,8.411292396,1.702411286,0.4771237409999991
job_t1,job_q17c,4,36.12604623904702,7.52833528,0.709954199,0.19411182900000032
